amount,merchant_category,channel,device_type,ip_velocity,session_duration_s,failed_auth_count,is_international,hour_of_day,day_of_week,is_weekend,is_night,province_mismatch,amount_zscore,high_velocity_flag,short_session_flag,behavioral_risk_score,is_fraud
106.95,1,3,1,1,354,0,0,18,6,1,0,0,-0.1416,0,0,0.0,0
43.21,13,4,2,1,169,0,0,17,2,0,0,1,1.0277,0,0,0.2,0
46.76,9,3,1,3,98,0,0,15,5,1,0,0,1.797,0,0,0.0,0
8.62,8,0,0,2,169,0,0,12,4,0,0,0,-0.9684,0,0,0.0,0
79.62,9,1,0,3,72,0,0,3,6,1,1,1,-0.4867,0,0,0.35,0
53.15,1,3,2,1,173,1,0,19,1,0,0,1,-0.2078,0,0,0.4,0
50.69,1,4,0,1,259,0,0,19,1,0,0,0,0.9231,0,0,0.0,0
15.2,6,1,0,2,118,0,0,13,6,1,0,0,-0.257,0,0,0.0,0
180.58,4,3,2,4,189,0,0,17,6,1,0,0,0.3263,0,0,0.0,0
37.97,5,1,0,4,183,0,0,15,0,0,0,0,-0.1593,0,0,0.0,0
22.12,6,1,1,3,183,0,0,16,0,0,0,0,-0.2262,0,0,0.0,0
127.17,0,3,1,2,125,0,0,21,4,0,0,1,0.2131,0,0,0.2,0
47.59,5,4,2,1,193,0,0,12,2,0,0,0,-0.9221,0,0,0.0,0
118.47,7,1,2,1,242,0,0,15,2,0,0,0,0.6782,0,0,0.0,0
149.6,13,2,0,3,230,0,0,19,4,0,0,0,0.0107,0,0,0.0,0
33.09,1,4,1,1,163,0,0,6,2,0,0,0,-0.0483,0,0,0.0,0
21.08,14,1,2,3,252,1,0,8,3,0,0,0,-0.6412,0,0,0.2,0
33.6,9,1,0,1,220,0,0,16,5,1,0,0,-0.4255,0,0,0.0,0
117.82,11,1,1,1,255,0,0,8,6,1,0,0,0.3176,0,0,0.0,0
84.2,5,3,1,1,87,0,0,15,3,0,0,0,-0.1942,0,0,0.0,0
22.68,0,1,0,1,252,0,0,13,0,0,0,0,0.8246,0,0,0.0,0
90.35,13,1,3,1,137,0,0,12,0,0,0,0,-0.2476,0,0,0.0,0
205.21,0,3,0,2,249,0,0,3,0,0,1,1,0.0354,0,0,0.35,0
217.46,9,0,3,3,176,0,0,21,0,0,0,0,-0.2321,0,0,0.0,0
13.06,4,1,2,2,100,0,0,11,4,0,0,0,0.6478,0,0,0.0,0
31.44,5,2,2,3,185,0,0,11,5,1,0,0,-0.3803,0,0,0.0,0
16.63,12,1,2,3,211,0,0,6,3,0,0,0,0.2309,0,0,0.0,0
27.14,6,3,2,3,300,0,0,18,6,1,0,0,-0.589,0,0,0.0,0
89.48,14,4,2,2,335,0,0,14,6,1,0,0,-0.7569,0,0,0.0,0
189.35,11,3,1,1,176,0,0,14,3,0,0,0,0.4377,0,0,0.0,0
12157.45,3,1,0,1,46,0,0,10,4,0,0,0,4.1669,0,0,0.0,1
2322.69,9,4,0,3,53,0,0,17,2,0,0,0,3.8746,0,0,0.0,1
371.19,1,1,2,2,134,0,0,12,1,0,0,0,0.916,0,0,0.0,0
70.79,9,3,0,1,250,0,0,13,1,0,0,0,-0.3302,0,0,0.0,0
74.12,5,4,2,1,261,0,0,16,3,0,0,0,-0.3428,0,0,0.0,0
134.99,5,2,0,3,132,0,0,14,1,0,0,0,1.3794,0,0,0.0,0
28.23,9,3,2,4,207,0,0,12,5,1,0,0,-0.5805,0,0,0.0,0
138.05,6,1,3,2,198,0,0,23,3,0,1,0,-0.1753,0,0,0.15,0
342.0,5,3,2,1,181,0,0,9,2,0,0,0,0.0016,0,0,0.0,0
45.15,9,2,0,2,177,0,0,17,4,0,0,0,-0.01,0,0,0.0,0
100.61,11,4,0,1,227,0,0,12,0,0,0,1,0.0932,0,0,0.2,0
49.63,5,4,3,2,248,0,0,23,3,0,1,0,-0.3829,0,0,0.15,0
110.49,11,0,1,2,188,0,0,16,5,1,0,0,-0.2822,0,0,0.0,0
70.99,4,1,1,1,146,0,0,16,4,0,0,0,2.0364,0,0,0.0,0
56.34,4,3,2,2,259,0,0,10,4,0,0,0,-0.2268,0,0,0.0,0
69.49,5,3,3,1,150,0,0,8,3,0,0,0,-0.8858,0,0,0.0,0
122.79,6,1,2,1,219,0,0,11,1,0,0,0,1.8038,0,0,0.0,0
10.73,10,4,1,1,323,0,0,15,2,0,0,0,-1.0113,0,0,0.0,0
85.92,5,3,2,1,198,1,0,10,6,1,0,0,-0.1408,0,0,0.2,0
70.65,11,0,0,1,240,0,0,13,3,0,0,0,1.6404,0,0,0.0,0
79.94,13,2,0,1,207,0,0,17,5,1,0,0,-0.3064,0,0,0.0,0
4.58,3,4,3,11,6,3,0,0,4,0,1,1,-0.4946,1,1,0.9,1
53.42,2,0,0,1,141,0,0,18,4,0,0,0,-0.6775,0,0,0.0,0
183.27,5,3,0,2,293,1,0,15,5,1,0,0,0.6915,0,0,0.2,0
83.18,11,1,0,2,134,0,0,9,5,1,0,0,0.305,0,0,0.0,0
4.41,13,3,2,3,174,0,0,12,1,0,0,0,-0.391,0,0,0.0,0
30.03,1,1,3,1,205,0,0,18,2,0,0,0,-0.2701,0,0,0.0,0
9.74,5,1,2,2,137,0,0,18,1,0,0,0,-0.1909,0,0,0.0,0
24.15,14,1,2,6,263,0,0,14,0,0,0,0,-0.2718,1,0,0.25,0
34.9,5,1,0,2,93,0,0,18,1,0,0,0,-0.7453,0,0,0.0,0
25.29,14,0,2,1,248,0,0,16,3,0,0,0,0.1322,0,0,0.0,0
1202.11,4,4,1,2,169,0,0,16,2,0,0,0,0.3673,0,0,0.0,0
132.82,11,1,0,2,139,0,0,16,3,0,0,0,1.4452,0,0,0.0,0
124.22,6,3,3,2,203,0,0,18,3,0,0,0,-0.2421,0,0,0.0,0
27.52,0,4,1,3,179,0,0,10,2,0,0,0,-0.7743,0,0,0.0,0
219.2,9,2,0,1,42,0,0,21,5,1,0,0,1.3669,0,0,0.0,0
80.51,2,0,3,3,176,0,0,13,2,0,0,0,1.8973,0,0,0.0,0
40.92,1,1,0,1,200,1,0,18,1,0,0,1,-0.3328,0,0,0.4,0
22.31,14,2,3,1,127,0,0,17,1,0,0,0,-0.3796,0,0,0.0,0
15.39,11,4,0,4,113,0,0,18,3,0,0,0,-0.2978,0,0,0.0,0
66.35,2,4,0,1,145,0,0,0,5,1,1,1,-0.3723,0,0,0.35,0
51.16,5,2,1,1,232,0,0,18,0,0,0,0,-0.1894,0,0,0.0,0
29.13,5,1,0,1,177,0,0,19,6,1,0,0,0.4776,0,0,0.0,0
156.36,5,2,1,3,220,0,0,12,5,1,0,0,-0.1955,0,0,0.0,0
34.32,0,4,3,2,214,0,0,3,0,0,1,0,-0.1817,0,0,0.15,0
85.54,10,0,1,1,165,0,0,12,6,1,0,0,-0.3142,0,0,0.0,0
69.61,5,4,3,2,171,0,0,7,3,0,0,0,2.1504,0,0,0.0,0
31.26,14,1,3,2,213,0,0,12,6,1,0,0,-0.3646,0,0,0.0,0
28.0,12,4,3,1,175,0,0,15,3,0,0,0,-0.2679,0,0,0.0,0
307.66,0,3,3,3,267,0,0,20,0,0,0,0,-0.0133,0,0,0.0,0
78.3,7,4,2,1,218,0,0,17,1,0,0,0,-0.3813,0,0,0.0,0
16.46,13,2,0,1,161,0,0,10,3,0,0,0,0.7843,0,0,0.0,0
108.95,1,1,3,6,6,2,1,18,0,0,0,1,1.004,1,1,0.85,1
32.17,5,2,2,2,198,0,0,12,4,0,0,0,-0.2598,0,0,0.0,0
195.84,11,4,2,1,215,0,0,18,6,1,0,0,-0.1155,0,0,0.0,0
10.4,5,4,1,2,145,0,0,9,1,0,0,0,-0.4207,0,0,0.0,0
13.65,0,3,2,2,160,0,0,11,4,0,0,1,-0.7955,0,0,0.2,0
18.07,10,4,1,3,238,0,0,14,6,1,0,0,-0.4493,0,0,0.0,0
179.45,5,4,0,3,146,0,0,16,0,0,0,0,1.0018,0,0,0.0,0
15.81,9,1,3,1,159,0,0,13,5,1,0,0,-0.3095,0,0,0.0,0
16.29,5,0,2,1,201,0,0,15,5,1,0,0,0.9273,0,0,0.0,0
45.95,0,3,2,1,117,0,0,14,1,0,0,0,-0.4493,0,0,0.0,0
17.55,13,1,1,2,153,0,0,5,4,0,1,0,-0.2071,0,0,0.15,0
55.29,5,3,0,2,191,0,0,8,1,0,0,0,-0.7302,0,0,0.0,0
52.94,9,1,1,3,112,0,0,14,5,1,0,0,-0.7768,0,0,0.0,0
122.75,9,1,1,2,163,0,0,13,6,1,0,1,-0.1345,0,0,0.2,0
171.4,1,2,0,1,89,0,0,14,1,0,0,0,-0.8034,0,0,0.0,0
19.46,11,1,1,2,102,0,0,17,2,0,0,0,0.1766,0,0,0.0,0
79.57,5,2,2,3,206,0,0,14,6,1,0,0,-0.1848,0,0,0.0,0
74.92,5,0,2,1,161,0,0,14,2,0,0,1,-0.0654,0,0,0.2,0
104.53,3,4,3,4,101,0,0,14,2,0,0,0,-0.0836,0,0,0.0,0
21.95,11,4,2,1,110,0,0,13,2,0,0,1,-1.224,0,0,0.2,0
497.84,7,2,1,1,158,0,0,13,6,1,0,0,0.1851,0,0,0.0,0
123.66,10,1,2,2,140,1,0,16,5,1,0,0,0.1176,0,0,0.2,0
7.34,5,1,0,3,221,0,0,11,2,0,0,1,-0.2242,0,0,0.2,0
16.47,0,3,0,1,168,0,0,9,2,0,0,0,0.2866,0,0,0.0,0
6.29,11,1,0,1,131,0,0,16,2,0,0,0,-0.3063,0,0,0.0,0
96.36,5,0,2,3,246,0,0,13,1,0,0,0,-0.1886,0,0,0.0,0
411.2,5,4,0,2,204,0,0,15,1,0,0,0,-0.2923,0,0,0.0,0
18.92,5,4,3,1,176,0,0,18,1,0,0,0,-0.8234,0,0,0.0,0
178.75,5,4,3,3,166,0,0,6,2,0,0,0,-0.0893,0,0,0.0,0
52.0,11,4,0,1,228,0,0,15,6,1,0,0,-0.3241,0,0,0.0,0
26.29,4,3,1,4,92,0,0,8,0,0,0,0,-0.1018,0,0,0.0,0
16.29,14,3,2,1,277,0,0,14,1,0,0,0,-0.1112,0,0,0.0,0
175.46,4,1,2,1,80,0,0,19,6,1,0,0,0.1964,0,0,0.0,0
59.2,4,3,0,1,120,0,0,15,4,0,0,1,-0.523,0,0,0.2,0
19.0,6,2,2,2,195,0,0,16,5,1,0,0,-0.5849,0,0,0.0,0
18.52,5,1,0,3,86,0,0,8,2,0,0,0,-0.1977,0,0,0.0,0
55.78,9,1,3,1,144,0,0,11,5,1,0,0,-0.2693,0,0,0.0,0
62.8,11,2,2,3,253,0,0,16,1,0,0,0,0.4031,0,0,0.0,0
17.85,4,1,1,2,212,0,0,13,2,0,0,1,-0.2711,0,0,0.2,0
261.4,5,3,2,3,225,0,0,8,4,0,0,0,-0.6786,0,0,0.0,0
134.64,13,2,2,3,89,0,0,13,3,0,0,0,-0.6446,0,0,0.0,0
41.23,2,1,0,3,114,0,0,12,6,1,0,0,-0.5435,0,0,0.0,0
28.06,5,1,0,1,219,0,0,10,3,0,0,1,-0.1829,0,0,0.2,0
50.06,11,1,1,2,226,0,0,12,0,0,0,0,-0.3268,0,0,0.0,0
24.78,5,4,0,2,225,0,0,20,6,1,0,0,0.6467,0,0,0.0,0
11.29,14,4,2,1,71,0,0,13,0,0,0,0,-0.2038,0,0,0.0,0
121.54,9,3,2,1,211,0,0,17,4,0,0,0,0.5774,0,0,0.0,0
14.69,4,1,0,3,146,0,0,17,4,0,0,0,-0.1891,0,0,0.0,0
132.5,6,1,1,2,195,0,0,11,1,0,0,0,0.3811,0,0,0.0,0
87.49,4,1,0,4,252,0,0,20,5,1,0,1,-0.0973,0,0,0.2,0
33.06,7,1,0,1,125,0,0,15,2,0,0,1,-0.4005,0,0,0.2,0
203.4,8,2,1,1,205,0,0,12,2,0,0,0,3.0652,0,0,0.0,0
91.97,14,1,2,3,197,0,0,8,1,0,0,0,-0.7604,0,0,0.0,0
34.3,9,4,2,1,139,0,0,18,2,0,0,1,-0.5545,0,0,0.2,0
64.04,2,2,2,1,99,0,0,20,4,0,0,0,-0.3627,0,0,0.0,0
27.7,11,3,0,1,267,0,0,16,2,0,0,0,-0.3201,0,0,0.0,0
72.13,11,1,2,1,92,0,0,14,5,1,0,0,-0.2278,0,0,0.0,0
131.9,1,1,2,2,120,0,0,13,1,0,0,1,2.039,0,0,0.2,0
3.41,4,2,0,4,302,0,0,10,1,0,0,0,-0.2437,0,0,0.0,0
40.61,14,2,0,2,104,0,0,7,3,0,0,0,-0.1363,0,0,0.0,0
73.24,11,1,0,2,288,1,0,9,4,0,0,0,0.5428,0,0,0.2,0
25.14,2,4,2,2,82,0,0,9,1,0,0,0,-0.1891,0,0,0.0,0
160.88,9,1,2,1,154,0,0,13,1,0,0,0,-0.2446,0,0,0.0,0
106.99,2,4,1,3,162,0,0,17,6,1,0,0,0.7741,0,0,0.0,0
14.04,10,2,0,1,143,0,0,23,5,1,1,1,1.8296,0,0,0.35,0
42.8,1,2,1,1,209,0,0,13,1,0,0,0,1.2998,0,0,0.0,0
209.38,0,3,0,1,125,0,0,17,0,0,0,1,-0.2146,0,0,0.2,0
88.32,2,3,0,1,290,0,0,10,1,0,0,1,1.196,0,0,0.2,0
72.71,6,2,0,1,186,0,0,18,5,1,0,0,-0.8078,0,0,0.0,0
75.02,4,3,0,3,166,0,0,12,1,0,0,0,-0.2704,0,0,0.0,0
18.36,6,1,1,3,183,0,0,14,4,0,0,0,0.8542,0,0,0.0,0
46.67,13,2,0,3,160,0,0,16,6,1,0,0,-0.1727,0,0,0.0,0
57.08,5,0,2,3,141,0,0,13,2,0,0,0,0.2157,0,0,0.0,0
66.69,14,1,0,2,156,0,0,15,6,1,0,0,-0.1591,0,0,0.0,0
12.54,10,2,1,3,224,0,0,19,3,0,0,0,-0.2291,0,0,0.0,0
31.53,2,0,1,3,244,0,0,17,3,0,0,0,-1.1634,0,0,0.0,0
196.28,1,4,3,9,32,2,0,5,5,1,1,1,4.2739,1,0,0.8,1
211.16,5,4,3,1,88,0,0,20,3,0,0,0,1.3745,0,0,0.0,0
7.74,4,4,2,2,127,0,0,17,5,1,0,0,0.1408,0,0,0.0,0
29.7,2,3,2,2,111,0,0,12,4,0,0,0,-0.2673,0,0,0.0,0
18.11,9,1,1,1,50,0,0,12,0,0,0,0,-0.2494,0,0,0.0,0
30.45,6,4,0,2,184,0,0,15,4,0,0,0,-0.2253,0,0,0.0,0
25.13,5,3,0,1,238,0,0,15,0,0,0,0,-0.201,0,0,0.0,0
270.76,11,3,0,2,165,0,0,16,3,0,0,1,0.2706,0,0,0.2,0
58.9,1,1,3,2,162,1,0,22,5,1,1,0,-0.7813,0,0,0.35,0
57.51,9,1,0,1,133,0,0,16,0,0,0,0,-0.3222,0,0,0.0,0
50.29,5,1,0,1,166,0,0,13,4,0,0,0,0.699,0,0,0.0,0
43.64,5,1,0,3,188,0,0,10,4,0,0,0,-0.2537,0,0,0.0,0
139.87,5,4,2,1,174,0,0,3,5,1,1,0,-0.0019,0,0,0.15,0
37.32,0,1,0,1,175,0,0,15,0,0,0,0,-0.2164,0,0,0.0,0
18.39,3,4,2,2,183,0,0,13,5,1,0,0,-0.4961,0,0,0.0,0
62.05,5,1,0,2,72,0,0,13,1,0,0,0,-0.3657,0,0,0.0,0
73.08,2,1,0,1,198,0,0,7,5,1,0,0,1.5346,0,0,0.0,0
86.97,14,3,0,2,205,0,0,12,6,1,0,0,-0.2995,0,0,0.0,0
25.19,5,0,0,2,233,0,0,19,2,0,0,0,0.0554,0,0,0.0,0
32.2,9,4,2,2,230,0,0,11,2,0,0,0,-0.1867,0,0,0.0,0
140.47,0,1,1,1,120,0,0,7,0,0,0,0,-1.0038,0,0,0.0,0
94.44,6,4,0,2,204,0,0,13,1,0,0,0,-0.3692,0,0,0.0,0
47.64,4,4,1,2,166,0,0,11,0,0,0,0,-0.5956,0,0,0.0,0
118.99,10,4,0,2,321,0,0,17,1,0,0,0,1.3947,0,0,0.0,0
25.37,2,4,0,2,229,0,0,11,6,1,0,0,0.2365,0,0,0.0,0
52.81,9,4,2,3,181,0,0,10,2,0,0,0,-0.0079,0,0,0.0,0
143.34,14,4,0,3,110,1,0,14,2,0,0,0,-0.1554,0,0,0.2,0
102.67,5,1,0,1,87,0,0,15,0,0,0,0,0.3914,0,0,0.0,0
368.66,9,1,0,1,199,0,0,11,2,0,0,0,2.0604,0,0,0.0,0
83.47,5,4,1,2,262,0,0,13,6,1,0,0,-0.2563,0,0,0.0,0
29.24,1,1,3,1,102,0,0,17,2,0,0,0,-0.3139,0,0,0.0,0
3.32,5,0,0,1,170,0,0,15,2,0,0,0,-0.6932,0,0,0.0,0
22.81,5,4,0,2,178,0,0,15,4,0,0,0,-0.1843,0,0,0.0,0
123.58,2,2,1,2,127,0,0,13,3,0,0,0,-0.2476,0,0,0.0,0
8.35,4,1,2,1,229,0,0,11,2,0,0,0,-1.6338,0,0,0.0,0
53.22,0,3,1,1,116,0,0,17,5,1,0,0,1.6924,0,0,0.0,0
59.6,8,4,0,2,175,0,0,11,2,0,0,0,-1.1839,0,0,0.0,0
72.83,6,1,0,2,90,0,0,19,2,0,0,0,0.0275,0,0,0.0,0
13.32,9,0,0,2,199,0,0,15,3,0,0,0,-0.7687,0,0,0.0,0
18.21,0,1,3,2,124,0,0,15,4,0,0,0,-0.5243,0,0,0.0,0
159.39,11,3,1,1,182,0,0,10,1,0,0,0,-0.1955,0,0,0.0,0
9.1,5,3,1,1,263,1,0,17,4,0,0,0,-1.0819,0,0,0.2,0
68.35,10,1,0,3,120,0,0,14,6,1,0,0,0.6281,0,0,0.0,0
24.89,4,4,0,3,241,0,0,10,6,1,0,0,0.1927,0,0,0.0,0
15.61,0,3,3,2,161,0,0,16,4,0,0,0,-0.2011,0,0,0.0,0
42.47,1,3,3,4,201,0,0,21,0,0,0,0,-0.3432,0,0,0.0,0
171.96,11,0,2,3,259,0,0,12,3,0,0,0,0.2895,0,0,0.0,0
156.47,5,4,2,1,238,0,0,12,1,0,0,0,1.9262,0,0,0.0,0
844.03,1,0,3,7,22,2,1,23,6,1,1,1,5.0109,1,0,0.9,1
83.26,4,1,0,2,95,0,0,19,0,0,0,0,1.723,0,0,0.0,0
121.27,9,1,1,1,102,0,0,18,1,0,0,0,-0.0559,0,0,0.0,0
70.19,11,1,2,2,93,0,0,12,1,0,0,0,1.1378,0,0,0.0,0
46.0,10,1,0,1,211,0,0,15,0,0,0,0,-0.1224,0,0,0.0,0
13.61,9,3,1,6,158,0,0,4,3,0,1,0,0.2669,1,0,0.4,0
24.59,13,2,0,4,268,0,0,10,5,1,0,0,-0.0308,0,0,0.0,0
33.92,11,1,0,3,119,0,0,10,0,0,0,0,-0.2312,0,0,0.0,0
3.99,11,1,2,1,83,0,0,18,5,1,0,0,0.1132,0,0,0.0,0
13.44,5,0,0,2,134,0,0,17,4,0,0,0,-0.3154,0,0,0.0,0
18.03,13,1,2,5,143,0,0,13,6,1,0,0,-0.8478,0,0,0.0,0
74.54,11,0,3,2,161,0,0,9,3,0,0,0,-0.2784,0,0,0.0,0
151.58,2,4,2,3,102,0,0,20,0,0,0,0,0.4118,0,0,0.0,0
73.62,5,3,1,2,209,0,0,13,0,0,0,0,0.0423,0,0,0.0,0
33.16,9,2,2,1,65,0,0,12,3,0,0,0,-0.1113,0,0,0.0,0
78.52,6,1,2,2,181,0,0,13,4,0,0,0,-0.7216,0,0,0.0,0
54.03,9,2,0,2,148,0,0,15,3,0,0,0,-0.2306,0,0,0.0,0
176.13,11,0,2,1,208,0,0,7,6,1,0,1,0.0822,0,0,0.2,0
52.54,14,1,2,1,162,0,0,15,5,1,0,0,0.2561,0,0,0.0,0
31.87,1,3,0,1,225,0,0,17,6,1,0,0,-0.2343,0,0,0.0,0
19.99,2,4,1,2,322,0,0,23,3,0,1,0,-1.1477,0,0,0.15,0
17.14,5,1,3,3,244,0,0,14,5,1,0,0,0.4961,0,0,0.0,0
20.97,9,2,2,2,268,0,0,11,4,0,0,0,0.1049,0,0,0.0,0
10.96,9,4,3,2,190,0,0,18,1,0,0,0,-1.0576,0,0,0.0,0
4.65,0,4,3,14,19,2,1,2,6,1,1,1,-1.5489,1,0,0.9,1
42.47,2,4,2,1,97,0,0,16,3,0,0,1,1.2428,0,0,0.2,0
344.55,11,0,3,1,170,0,0,7,1,0,0,0,-0.6505,0,0,0.0,0
49.66,5,1,2,2,259,0,0,11,0,0,0,0,-0.0393,0,0,0.0,0
5.18,6,1,0,1,189,0,0,11,0,0,0,0,-0.2448,0,0,0.0,0
457.81,2,1,0,1,191,0,0,12,0,0,0,0,1.1122,0,0,0.0,0
337.75,6,1,2,2,203,0,0,18,5,1,0,0,-0.3023,0,0,0.0,0
180.87,5,1,2,1,174,0,0,14,2,0,0,0,0.403,0,0,0.0,0
41.2,4,1,0,3,214,0,0,11,2,0,0,0,-0.6926,0,0,0.0,0
268.63,11,0,3,5,186,0,0,16,5,1,0,0,0.3085,0,0,0.0,0
148.54,14,1,2,3,70,0,0,7,0,0,0,0,-0.1975,0,0,0.0,0
73.93,5,3,0,3,197,0,0,20,0,0,0,0,1.472,0,0,0.0,0
160.89,4,0,0,4,149,0,0,20,2,0,0,0,0.6431,0,0,0.0,0
111.38,12,1,1,2,162,0,0,16,1,0,0,0,-0.1743,0,0,0.0,0
71.3,9,1,2,2,199,0,0,14,6,1,0,0,0.4356,0,0,0.0,0
1100.69,10,0,3,2,18,1,1,22,0,0,1,1,0.9306,0,0,0.65,1
13.31,5,2,2,1,104,0,0,21,2,0,0,0,-0.2377,0,0,0.0,0
30.51,9,4,3,2,149,0,0,12,3,0,0,0,-0.2213,0,0,0.0,0
12.16,5,4,0,1,182,0,0,11,4,0,0,0,-0.2452,0,0,0.0,0
7.06,4,1,1,2,135,0,0,15,1,0,0,0,-0.3662,0,0,0.0,0
11.03,11,1,1,2,165,0,0,19,5,1,0,0,-0.2096,0,0,0.0,0
0.55,1,4,3,16,15,3,1,23,4,0,1,1,-0.2536,1,0,0.9,1
162.29,13,4,0,3,165,0,0,18,0,0,0,1,0.8208,0,0,0.2,0
63.57,5,4,2,2,166,0,0,13,3,0,0,0,-0.212,0,0,0.0,0
7370.81,10,1,1,1,92,0,0,21,3,0,0,0,3.4692,0,0,0.0,1
5394.95,1,1,0,2,92,0,0,15,6,1,0,0,4.247,0,0,0.0,1
50.93,0,0,1,2,239,0,0,14,1,0,0,0,0.1488,0,0,0.0,0
158.09,9,0,2,2,91,0,0,16,1,0,0,0,-0.2976,0,0,0.0,0
31.66,11,4,1,4,180,0,0,12,6,1,0,0,-0.2139,0,0,0.0,0
39.71,11,3,0,2,306,0,0,9,5,1,0,0,-0.3894,0,0,0.0,0
90.51,12,1,2,1,138,0,0,11,1,0,0,0,-0.112,0,0,0.0,0
67.78,11,0,2,1,166,0,0,14,2,0,0,0,-0.1867,0,0,0.0,0
123.72,1,1,0,2,157,0,0,11,3,0,0,0,-0.3236,0,0,0.0,0
86.81,7,3,0,2,119,0,0,11,4,0,0,0,-0.4848,0,0,0.0,0
5.42,4,1,0,2,208,0,0,8,0,0,0,0,-0.243,0,0,0.0,0
214.44,9,2,2,2,197,0,0,17,1,0,0,0,-0.0684,0,0,0.0,0
33.12,4,3,1,1,179,0,0,13,4,0,0,0,-0.2649,0,0,0.0,0
135.61,9,3,2,1,224,0,0,16,1,0,0,0,1.325,0,0,0.0,0
10.3,9,1,2,4,107,0,0,13,3,0,0,0,-0.2118,0,0,0.0,0
40.56,5,4,2,2,273,0,0,10,6,1,0,0,0.1602,0,0,0.0,0
37.31,11,4,2,1,189,0,0,9,1,0,0,0,-0.6814,0,0,0.0,0
16.42,10,1,0,2,291,0,0,17,3,0,0,0,-0.2039,0,0,0.0,0
189.78,13,0,1,2,169,0,0,13,3,0,0,0,-0.5191,0,0,0.0,0
12.3,11,4,0,1,131,0,0,13,6,1,0,0,-0.3828,0,0,0.0,0
8.38,11,4,1,2,125,0,0,11,5,1,0,0,-0.6826,0,0,0.0,0
88.35,9,1,1,2,222,0,0,18,4,0,0,0,-0.4104,0,0,0.0,0
61.09,5,3,2,5,66,0,0,12,3,0,0,0,1.9602,0,0,0.0,0
200.95,1,4,0,1,22,0,0,4,6,1,1,0,0.7986,0,0,0.15,0
106.07,1,1,1,2,232,0,0,16,1,0,0,0,-1.1528,0,0,0.0,0
346.89,14,4,3,3,224,0,0,12,4,0,0,0,-0.2782,0,0,0.0,0
90.56,9,2,1,3,268,0,0,16,1,0,0,0,-0.1928,0,0,0.0,0
43.54,11,1,0,2,120,0,0,16,0,0,0,0,-0.4042,0,0,0.0,0
62.03,4,1,1,2,174,0,0,11,3,0,0,0,-0.2355,0,0,0.0,0
57.28,5,1,1,4,142,0,0,9,4,0,0,0,0.0576,0,0,0.0,0
73.44,2,0,2,1,168,0,0,9,2,0,0,0,1.353,0,0,0.0,0
139.12,5,4,1,1,296,0,0,17,0,0,0,0,-0.0672,0,0,0.0,0
117.91,6,3,0,2,112,0,0,15,5,1,0,1,-0.082,0,0,0.2,0
46.9,11,3,2,1,251,0,0,12,6,1,0,0,0.1236,0,0,0.0,0
76.64,14,3,3,3,139,0,0,14,5,1,0,0,-0.7026,0,0,0.0,0
35.01,4,0,0,1,265,0,0,10,1,0,0,0,0.1249,0,0,0.0,0
5.92,7,1,2,2,69,0,0,18,3,0,0,0,-1.077,0,0,0.0,0
17.19,9,3,3,3,153,0,0,8,3,0,0,0,0.3517,0,0,0.0,0
55.94,0,1,0,3,232,0,0,10,4,0,0,0,0.1401,0,0,0.0,0
126.09,11,4,0,2,156,0,0,11,6,1,0,0,0.3358,0,0,0.0,0
19.8,8,1,2,1,187,0,0,13,3,0,0,0,-0.5331,0,0,0.0,0
101.87,12,4,2,1,184,0,0,6,2,0,0,0,-0.2498,0,0,0.0,0
63.93,5,0,0,1,324,1,0,14,5,1,0,0,-0.239,0,0,0.2,0
32.06,5,1,2,3,186,0,0,14,0,0,0,0,0.2089,0,0,0.0,0
67.38,2,0,1,1,185,0,0,15,4,0,0,0,-0.1391,0,0,0.0,0
3.97,10,4,1,2,194,1,0,18,0,0,0,0,-0.7894,0,0,0.2,0
29.64,4,1,1,2,101,0,0,14,4,0,0,0,-0.6855,0,0,0.0,0
95.62,4,0,0,1,172,0,0,7,2,0,0,0,-0.3225,0,0,0.0,0
51.29,9,4,0,2,178,0,0,13,5,1,0,0,-1.2294,0,0,0.0,0
97.9,1,1,1,1,91,0,0,16,1,0,0,0,-0.3313,0,0,0.0,0
68.54,9,2,0,1,271,0,0,17,3,0,0,0,-0.276,0,0,0.0,0
26.14,5,1,1,2,275,0,0,14,5,1,0,0,-0.2371,0,0,0.0,0
171.49,12,1,3,2,138,0,0,14,1,0,0,0,0.2821,0,0,0.0,0
587.81,5,1,2,1,57,0,0,11,6,1,0,0,0.5593,0,0,0.0,0
13.75,5,0,2,5,285,0,0,17,1,0,0,0,-0.272,0,0,0.0,0
15.72,1,1,2,4,229,0,0,8,5,1,0,0,-0.2749,0,0,0.0,0
205.37,6,1,0,1,113,0,0,15,0,0,0,0,-0.2795,0,0,0.0,0
54.73,4,4,0,3,96,0,0,13,2,0,0,0,-0.3162,0,0,0.0,0
28.0,6,4,0,1,175,0,0,14,4,0,0,1,-0.6726,0,0,0.2,0
137.1,9,2,0,2,247,0,0,12,4,0,0,0,-0.1235,0,0,0.0,0
113.61,4,0,2,3,222,0,0,20,5,1,0,0,-0.1282,0,0,0.0,0
45.58,14,1,2,2,171,0,0,11,6,1,0,0,-0.8896,0,0,0.0,0
9.04,3,3,2,3,166,0,0,17,4,0,0,0,-0.7388,0,0,0.0,0
29.02,6,3,1,3,208,0,0,8,5,1,0,0,-0.2097,0,0,0.0,0
