customer_id,province,account_age_days,avg_monthly_spend,avg_txn_amount,typical_peak_hour,preferred_channel,preferred_device,risk_score_initial
CUST_000365,AB,690,736.71,49.11,11.4,web,ios,0.0738
CUST_000366,QC,1454,404.85,25.3,14.6,atm,android,0.0973
CUST_000367,ON,1163,648.35,27.01,15.8,web,desktop_browser,0.1245
CUST_000368,ON,760,3410.43,92.17,9.2,mobile_app,ios,0.1614
CUST_000369,BC,158,699.55,29.15,17.0,pos_terminal,android,0.1125
CUST_000370,QC,305,4383.66,199.26,16.1,atm,android,0.1858
CUST_000371,QC,906,759.27,25.31,8.8,mobile_app,ios,0.5585
CUST_000372,ON,695,2819.72,122.6,20.8,atm,android,0.1838
CUST_000373,ON,405,453.54,18.9,14.4,atm,unknown,0.2517
CUST_000374,QC,1322,4367.05,174.68,14.7,pos_terminal,ios,0.0511
CUST_000375,ON,458,1887.76,58.99,13.6,web,unknown,0.1229
CUST_000376,BC,992,1582.14,60.85,11.1,mobile_app,android,0.0543
CUST_000377,NS,246,720.03,22.5,14.5,web,unknown,0.2459
CUST_000378,QC,978,285.39,28.54,10.9,mobile_app,android,0.0658
CUST_000379,AB,1336,553.1,19.07,10.9,mobile_app,ios,0.1475
CUST_000380,BC,1092,1621.0,70.48,21.1,mobile_app,ios,0.0778
CUST_000381,BC,627,499.45,23.78,9.1,web,unknown,0.2592
CUST_000382,AB,300,1463.25,48.77,9.6,mobile_app,ios,0.1673
CUST_000383,ON,751,887.39,24.65,9.9,web,ios,0.0199
CUST_000384,AB,208,1003.44,27.12,14.4,web,ios,0.2342
CUST_000385,ON,954,1912.8,79.7,10.6,mobile_app,android,0.366
CUST_000386,ON,626,565.02,23.54,12.1,web,android,0.1376
CUST_000387,QC,1261,131.73,6.93,18.1,mobile_app,ios,0.1725
CUST_000388,QC,163,617.94,30.9,10.1,atm,ios,0.5066
CUST_000389,BC,140,2759.69,76.66,18.2,pos_terminal,android,0.2382
CUST_000390,BC,842,399.76,21.04,15.5,atm,ios,0.1417
CUST_000391,ON,586,1639.54,52.89,13.0,mobile_app,android,0.0836
CUST_000392,MB,721,2866.4,79.62,14.8,mobile_app,android,0.212
CUST_000393,QC,569,1243.65,49.75,14.0,mobile_app,ios,0.4592
CUST_000394,QC,1278,2735.75,85.49,8.8,mobile_app,ios,0.0978
CUST_000395,BC,138,476.29,15.88,17.7,mobile_app,android,0.2226
CUST_000396,ON,87,1249.59,113.6,12.9,web,ios,0.2477
CUST_000397,ON,922,1321.11,50.81,11.7,mobile_app,android,0.3031
CUST_000398,AB,752,2479.16,77.47,9.6,mobile_app,ios,0.1012
CUST_000399,BC,50,447.3,20.33,7.9,web,ios,0.0467
CUST_000400,NS,183,3195.62,177.53,17.5,mobile_app,ios,0.1244
CUST_000401,ON,1383,1609.6,84.72,14.6,mobile_app,android,0.1434
CUST_000402,SK,1127,800.92,57.21,9.9,mobile_app,android,0.2227
CUST_000403,MB,208,932.48,26.64,11.8,mobile_app,ios,0.1421
CUST_000404,ON,727,5120.29,160.01,10.9,mobile_app,ios,0.0378
CUST_000405,QC,980,1615.51,76.93,15.6,mobile_app,android,0.1548
CUST_000406,MB,624,2082.79,77.14,12.2,mobile_app,desktop_browser,0.195
CUST_000407,BC,1492,1235.82,36.35,15.1,web,android,0.176
CUST_000408,QC,856,2847.48,73.01,10.2,atm,ios,0.2463
CUST_000409,NS,312,1041.32,61.25,14.2,mobile_app,ios,0.273
CUST_000410,BC,412,3529.91,98.05,8.5,pos_terminal,unknown,0.2378
CUST_000411,AB,692,775.82,26.75,11.6,mobile_app,ios,0.1869
CUST_000412,ON,1414,2369.98,107.73,18.4,phone,android,0.33
CUST_000413,ON,950,728.76,19.18,13.9,phone,ios,0.2398
CUST_000414,QC,335,3359.09,279.92,12.9,web,android,0.3519
CUST_000415,ON,848,2068.42,82.74,13.6,mobile_app,android,0.0894
CUST_000416,ON,542,1418.48,141.85,14.5,web,ios,0.5005
CUST_000417,BC,142,2987.74,135.81,12.7,pos_terminal,android,0.2124
CUST_000418,PE,1121,572.26,57.23,16.5,atm,ios,0.0555
CUST_000419,ON,1464,1866.39,64.36,12.3,mobile_app,ios,0.3042
CUST_000420,BC,155,2289.32,78.94,13.1,mobile_app,ios,0.1118
CUST_000421,ON,598,806.06,24.43,14.9,atm,ios,0.1387
CUST_000422,BC,90,1752.73,83.46,12.8,mobile_app,ios,0.1254
CUST_000423,ON,1215,1144.61,54.51,14.7,mobile_app,android,0.3018
CUST_000424,QC,1393,3486.63,193.7,14.0,mobile_app,android,0.0917
CUST_000425,QC,823,636.86,17.69,11.5,pos_terminal,desktop_browser,0.2648
CUST_000426,BC,1387,7362.48,294.5,14.5,pos_terminal,android,0.0531
CUST_000427,ON,646,1688.44,84.42,16.7,mobile_app,android,0.0959
CUST_000428,QC,1244,505.51,26.61,13.1,web,desktop_browser,0.144
CUST_000429,ON,159,988.68,28.25,9.8,web,android,0.2105
CUST_000430,ON,456,1572.81,62.91,16.1,mobile_app,android,0.3107
CUST_000431,SK,865,347.5,10.53,12.3,mobile_app,unknown,0.3218
CUST_000432,ON,525,3775.19,139.82,21.2,web,ios,0.1882
CUST_000433,ON,1017,977.0,27.14,13.0,pos_terminal,desktop_browser,0.1996
CUST_000434,QC,860,963.24,37.05,12.2,pos_terminal,desktop_browser,0.1636
CUST_000435,BC,493,815.97,26.32,13.9,web,android,0.0697
CUST_000436,ON,567,1317.79,131.78,11.2,mobile_app,ios,0.0099
CUST_000437,QC,639,6710.35,172.06,16.0,web,android,0.0838
CUST_000438,BC,928,1845.25,80.23,15.3,pos_terminal,desktop_browser,0.1626
CUST_000439,ON,1104,1086.72,37.47,15.1,web,android,0.239
CUST_000440,ON,1346,456.04,38.0,15.5,mobile_app,ios,0.0765
CUST_000441,QC,1067,1638.63,86.24,11.8,mobile_app,ios,0.3691
CUST_000442,QC,135,1693.86,105.87,10.5,atm,android,0.1981
CUST_000443,ON,924,664.61,17.49,17.3,web,ios,0.3056
CUST_000444,BC,781,1764.83,135.76,13.6,mobile_app,android,0.1997
CUST_000445,ON,1428,1121.89,36.19,12.8,mobile_app,android,0.2052
CUST_000446,BC,830,420.1,28.01,9.9,mobile_app,ios,0.3039
CUST_000447,ON,54,673.22,23.21,14.5,mobile_app,ios,0.1239
CUST_000448,AB,464,925.13,92.51,18.8,web,ios,0.0558
CUST_000449,QC,554,570.87,19.69,16.1,mobile_app,android,0.3889
CUST_000450,BC,1046,1001.78,100.18,13.5,atm,android,0.1204
CUST_000451,ON,927,409.89,11.39,14.8,phone,ios,0.1245
CUST_000452,QC,283,711.89,21.57,13.2,web,desktop_browser,0.1563
CUST_000453,BC,1093,2094.97,77.59,13.8,mobile_app,android,0.4436
CUST_000454,ON,525,712.39,18.75,13.7,web,desktop_browser,0.158
CUST_000455,ON,1462,1499.96,88.23,12.9,mobile_app,ios,0.4051
CUST_000456,ON,907,1228.01,33.19,13.5,web,android,0.2066
CUST_000457,PE,797,536.85,33.55,17.1,mobile_app,ios,0.3979
CUST_000458,QC,992,700.34,22.59,17.6,atm,android,0.1931
CUST_000459,ON,1260,2206.18,58.06,10.7,atm,ios,0.3311
CUST_000460,QC,1223,432.35,12.01,14.4,mobile_app,ios,0.1204
CUST_000461,QC,956,796.2,24.88,13.2,mobile_app,android,0.3677
CUST_000462,ON,989,727.74,33.08,13.6,web,desktop_browser,0.3993
CUST_000463,AB,1299,950.43,73.11,13.3,mobile_app,unknown,0.2332
CUST_000464,ON,449,252.37,6.47,10.5,pos_terminal,android,0.2602
CUST_000465,ON,1350,506.24,36.16,13.9,atm,android,0.1433
CUST_000466,QC,1198,729.7,24.32,13.7,mobile_app,android,0.2114
CUST_000467,BC,475,1042.63,104.26,14.8,web,android,0.0639
CUST_000468,BC,661,313.4,9.5,16.9,mobile_app,unknown,0.1578
CUST_000469,ON,84,4074.83,339.57,15.5,mobile_app,desktop_browser,0.0627
CUST_000470,QC,240,1667.4,59.55,17.7,web,android,0.2071
CUST_000471,ON,792,1532.82,49.45,13.0,atm,ios,0.1777
CUST_000472,QC,558,1355.82,50.22,12.1,pos_terminal,ios,0.3734
CUST_000473,ON,670,533.61,24.25,15.8,mobile_app,ios,0.2779
CUST_000474,ON,1018,2386.71,91.8,17.9,web,desktop_browser,0.0446
CUST_000475,AB,1308,4068.52,239.32,15.8,web,android,0.2525
CUST_000476,QC,845,837.05,26.16,12.9,mobile_app,ios,0.0683
CUST_000477,NB,409,490.16,32.68,12.2,web,android,0.2098
CUST_000478,ON,148,2014.12,62.94,18.6,web,unknown,0.1774
CUST_000479,QC,243,276.86,23.07,11.8,mobile_app,ios,0.048
CUST_000480,QC,354,1345.69,46.4,12.5,mobile_app,android,0.1138
CUST_000481,BC,649,539.22,16.34,18.1,mobile_app,android,0.1489
CUST_000482,MB,200,626.67,16.94,16.1,web,ios,0.1921
CUST_000483,BC,1173,1247.26,56.69,11.2,mobile_app,android,0.3239
CUST_000484,ON,572,4528.52,377.38,15.2,web,ios,0.2723
CUST_000485,ON,424,454.99,17.5,13.7,mobile_app,android,0.2728
CUST_000486,ON,1105,1096.15,42.16,12.3,pos_terminal,ios,0.1294
CUST_000487,BC,192,875.85,58.39,13.4,web,android,0.2437
CUST_000488,AB,1367,2032.24,52.11,17.9,mobile_app,android,0.3585
CUST_000489,AB,211,10025.75,263.84,14.8,mobile_app,unknown,0.1246
CUST_000490,ON,764,2602.02,86.73,16.8,mobile_app,ios,0.2459
CUST_000491,ON,625,2139.53,106.98,11.7,mobile_app,desktop_browser,0.0807
CUST_000492,ON,1167,2041.25,107.43,13.8,web,ios,0.1596
CUST_000493,ON,284,2696.93,179.8,17.8,mobile_app,ios,0.1388
CUST_000494,ON,776,991.38,30.98,16.9,pos_terminal,desktop_browser,0.2129
CUST_000495,ON,562,1406.26,93.75,9.3,web,ios,0.1163
CUST_000496,AB,1447,8197.22,210.19,16.5,mobile_app,ios,0.2991
CUST_000497,ON,1126,3023.35,302.34,14.9,phone,unknown,0.0467
CUST_000498,ON,705,1877.86,98.83,15.0,pos_terminal,ios,0.178
CUST_000499,ON,666,389.9,25.99,10.5,pos_terminal,ios,0.271
CUST_000500,BC,1262,1013.82,101.38,14.7,mobile_app,unknown,0.3025
CUST_000501,ON,478,736.5,33.48,14.4,atm,unknown,0.1349
CUST_000502,QC,734,1258.29,114.39,16.8,mobile_app,android,0.2079
CUST_000503,SK,1092,2196.91,61.03,8.1,mobile_app,desktop_browser,0.2638
CUST_000504,AB,1081,1054.3,81.1,15.5,web,ios,0.0897
CUST_000505,QC,648,500.35,17.87,14.1,pos_terminal,android,0.1738
CUST_000506,ON,413,396.27,30.48,12.1,mobile_app,ios,0.2226
CUST_000507,QC,205,249.69,22.7,11.4,phone,unknown,0.0577
CUST_000508,AB,1441,1214.0,48.56,14.3,web,android,0.3772
CUST_000509,ON,1486,1218.95,67.72,13.7,mobile_app,ios,0.1679
CUST_000510,MB,1225,3497.78,102.88,9.7,atm,unknown,0.1511
CUST_000511,ON,1145,970.38,97.04,11.8,mobile_app,desktop_browser,0.1322
CUST_000512,ON,726,1851.27,52.89,12.0,mobile_app,ios,0.4925
CUST_000513,ON,159,3011.5,125.48,16.6,mobile_app,android,0.2367
CUST_000514,AB,915,1096.83,73.12,19.0,phone,android,0.1013
CUST_000515,AB,552,922.63,83.88,16.8,web,ios,0.1216
CUST_000516,NS,908,1157.79,34.05,7.9,atm,desktop_browser,0.4048
CUST_000517,BC,1136,1146.75,29.4,13.1,mobile_app,android,0.0783
CUST_000518,ON,1125,1458.26,69.44,17.8,web,desktop_browser,0.0546
CUST_000519,AB,146,636.9,23.59,5.3,mobile_app,unknown,0.0253
CUST_000520,ON,475,3331.64,92.55,16.4,atm,ios,0.2189
CUST_000521,AB,630,1711.95,53.5,10.5,web,desktop_browser,0.1792
CUST_000522,QC,1496,434.1,15.5,13.0,mobile_app,android,0.2504
CUST_000523,ON,1350,1969.0,140.64,11.4,mobile_app,unknown,0.1207
CUST_000524,ON,380,2708.57,225.71,12.8,mobile_app,desktop_browser,0.2817
CUST_000525,QC,1248,404.3,26.95,13.2,pos_terminal,ios,0.2554
CUST_000526,ON,1415,1353.52,45.12,12.8,web,ios,0.25
CUST_000527,AB,1301,2648.72,220.73,15.5,phone,ios,0.2268
CUST_000528,NB,144,391.46,39.15,12.0,mobile_app,ios,0.036
CUST_000529,BC,370,1199.24,39.97,15.1,web,ios,0.1037
CUST_000530,MB,802,1113.74,32.76,14.5,web,ios,0.4145
CUST_000531,BC,98,1126.88,51.22,15.8,pos_terminal,ios,0.2567
CUST_000532,MB,909,1185.89,53.9,14.3,mobile_app,android,0.3115
CUST_000533,QC,1261,3055.66,235.05,13.2,atm,ios,0.1753
CUST_000534,AB,811,1338.95,38.26,17.1,mobile_app,ios,0.396
CUST_000535,QC,618,372.95,9.56,13.9,mobile_app,ios,0.2787
CUST_000536,AB,642,1224.17,43.72,16.2,web,unknown,0.1038
CUST_000537,ON,1477,855.35,21.93,15.5,mobile_app,android,0.0353
CUST_000538,ON,466,686.29,19.06,11.8,web,desktop_browser,0.3752
CUST_000539,MB,535,1394.16,58.09,18.0,mobile_app,android,0.1626
CUST_000540,ON,54,378.87,15.15,14.7,mobile_app,ios,0.2598
CUST_000541,ON,82,781.28,25.2,12.9,mobile_app,desktop_browser,0.1279
CUST_000542,MB,492,1899.1,79.13,11.5,mobile_app,ios,0.0323
CUST_000543,QC,152,2381.55,66.15,13.5,mobile_app,desktop_browser,0.3611
CUST_000544,ON,964,814.04,40.7,17.5,mobile_app,ios,0.5371
CUST_000545,BC,875,1529.11,41.33,15.6,mobile_app,android,0.2415
CUST_000546,ON,243,245.84,9.46,14.1,atm,android,0.3307
CUST_000547,ON,400,4610.48,118.22,15.8,mobile_app,ios,0.249
CUST_000548,QC,309,2385.79,82.27,11.0,atm,android,0.0357
CUST_000549,BC,668,272.3,7.78,15.1,pos_terminal,ios,0.1396
CUST_000550,ON,396,682.66,45.51,14.3,pos_terminal,android,0.1863
CUST_000551,QC,822,1399.95,51.85,12.7,mobile_app,android,0.094
CUST_000552,ON,1075,189.99,6.33,13.8,phone,desktop_browser,0.2393
CUST_000553,NB,767,357.79,19.88,12.3,pos_terminal,android,0.4179
CUST_000554,AB,539,2812.39,78.12,13.5,atm,android,0.1681
CUST_000555,ON,731,971.28,60.7,10.8,pos_terminal,ios,0.3681
CUST_000556,ON,377,114.03,7.6,14.5,web,desktop_browser,0.3696
CUST_000557,AB,1258,1383.26,76.85,10.7,web,ios,0.0509
CUST_000558,BC,262,1810.35,78.71,19.8,web,ios,0.1002
CUST_000559,ON,1306,4564.04,130.4,18.4,mobile_app,android,0.1411
CUST_000560,PE,1146,2928.49,94.47,19.0,mobile_app,ios,0.1144
CUST_000561,ON,468,3614.65,200.81,16.0,pos_terminal,desktop_browser,0.2617
CUST_000562,SK,1329,1960.01,81.67,14.0,web,ios,0.0567
CUST_000563,QC,697,5450.07,247.73,14.7,web,desktop_browser,0.2711
CUST_000564,QC,1006,1100.45,34.39,11.5,web,ios,0.14
CUST_000565,QC,664,1290.41,34.88,15.3,web,unknown,0.314
CUST_000566,ON,942,1114.93,29.34,16.8,mobile_app,desktop_browser,0.1064
CUST_000567,AB,259,1848.63,88.03,11.9,mobile_app,android,0.1744
CUST_000568,AB,633,3645.0,182.25,13.8,pos_terminal,ios,0.1851
CUST_000569,PE,719,454.25,32.45,15.7,web,android,0.41
CUST_000570,AB,1171,1095.82,33.21,12.4,web,ios,0.0824
CUST_000571,AB,74,2090.36,77.42,12.2,mobile_app,desktop_browser,0.1938
CUST_000572,AB,901,1125.52,66.21,16.4,mobile_app,android,0.5036
CUST_000573,BC,712,1837.26,73.49,14.0,pos_terminal,android,0.1839
CUST_000574,AB,668,845.45,24.87,11.2,phone,android,0.2043
CUST_000575,QC,373,536.38,38.31,10.1,pos_terminal,desktop_browser,0.0423
CUST_000576,ON,1050,630.25,57.3,12.0,mobile_app,unknown,0.3395
CUST_000577,MB,1416,992.84,66.19,13.4,web,android,0.2785
CUST_000578,ON,656,547.07,54.71,14.0,pos_terminal,desktop_browser,0.3009
CUST_000579,AB,627,1813.5,69.75,12.9,web,android,0.2708
CUST_000580,BC,497,2924.64,182.79,11.6,mobile_app,android,0.1918
CUST_000581,QC,1255,1838.35,59.3,14.8,web,android,0.1009
CUST_000582,ON,732,1553.91,62.16,15.9,mobile_app,desktop_browser,0.1668
CUST_000583,ON,1383,1192.98,62.79,18.2,web,desktop_browser,0.301
CUST_000584,BC,1132,558.1,14.69,15.9,pos_terminal,ios,0.3187
CUST_000585,AB,297,1563.98,78.2,12.6,pos_terminal,android,0.2889
CUST_000586,ON,1306,1884.06,58.88,13.2,web,desktop_browser,0.1159
CUST_000587,QC,1475,2212.5,116.45,13.4,atm,ios,0.1057
CUST_000588,ON,635,323.23,21.55,12.5,mobile_app,android,0.0329
CUST_000589,ON,1457,594.64,19.18,17.5,mobile_app,ios,0.092
CUST_000590,AB,467,1463.84,44.36,16.9,web,android,0.2665
CUST_000591,QC,1191,1786.23,61.59,7.8,mobile_app,android,0.1452
CUST_000592,AB,878,2688.34,244.39,12.4,pos_terminal,ios,0.2543
CUST_000593,ON,586,5491.51,323.03,15.7,mobile_app,android,0.197
CUST_000594,QC,813,330.18,23.58,13.0,mobile_app,desktop_browser,0.5609
CUST_000595,NS,1416,949.42,35.16,18.1,mobile_app,ios,0.2514
CUST_000596,PE,423,1261.6,37.11,11.1,pos_terminal,ios,0.3846
CUST_000597,ON,89,1346.06,74.78,17.6,web,android,0.3308
CUST_000598,QC,1081,532.5,17.75,11.0,mobile_app,android,0.1178
CUST_000599,BC,306,471.45,47.15,14.8,mobile_app,android,0.2057
CUST_000600,BC,1186,564.94,56.49,9.2,mobile_app,unknown,0.1246
CUST_000601,BC,346,907.88,75.66,13.0,pos_terminal,android,0.0412
CUST_000602,AB,1185,1003.06,71.65,18.3,atm,android,0.2091
CUST_000603,ON,1159,566.04,14.51,16.3,phone,ios,0.1043
CUST_000604,QC,1432,393.28,26.22,9.2,mobile_app,android,0.3267
CUST_000605,BC,1121,2341.94,73.19,12.6,web,desktop_browser,0.0388
CUST_000606,PE,1467,1114.7,44.59,11.1,web,ios,0.2545
CUST_000607,ON,173,1836.2,54.01,11.3,mobile_app,android,0.0632
CUST_000608,QC,709,377.65,12.18,13.7,mobile_app,ios,0.2363
CUST_000609,BC,1306,1043.89,52.19,17.7,web,desktop_browser,0.1046
CUST_000610,ON,282,1223.98,36.0,18.2,mobile_app,android,0.3088
CUST_000611,ON,1329,1441.53,72.08,13.8,mobile_app,ios,0.287
CUST_000612,ON,680,1416.54,108.96,9.8,web,android,0.211
CUST_000613,BC,910,478.64,17.09,13.4,mobile_app,desktop_browser,0.0254
CUST_000614,MB,942,844.43,84.44,14.4,mobile_app,android,0.2288
CUST_000615,ON,1042,1394.59,38.74,16.5,mobile_app,android,0.464
CUST_000616,AB,587,517.77,27.25,13.4,web,desktop_browser,0.1129
CUST_000617,QC,1073,1495.29,48.24,11.5,mobile_app,ios,0.315
CUST_000618,ON,734,2425.02,63.82,12.9,mobile_app,desktop_browser,0.337
CUST_000619,QC,1000,783.51,21.76,14.3,pos_terminal,ios,0.4664
CUST_000620,ON,70,642.58,18.36,11.7,mobile_app,android,0.1163
CUST_000621,NS,1455,1429.35,142.94,18.9,pos_terminal,android,0.1184
CUST_000622,AB,1409,1559.96,82.1,11.2,web,android,0.0995
CUST_000623,QC,1064,2699.97,79.41,15.9,mobile_app,desktop_browser,0.4276
CUST_000624,SK,646,2549.93,182.14,13.9,web,android,0.2191
CUST_000625,ON,1274,5510.78,239.6,14.7,web,ios,0.0657
CUST_000626,QC,391,5327.24,177.57,10.7,mobile_app,desktop_browser,0.1509
CUST_000627,ON,1433,494.61,44.96,7.0,web,android,0.1674
CUST_000628,ON,1018,1030.49,73.61,13.4,mobile_app,desktop_browser,0.1679
CUST_000629,SK,578,924.17,23.7,16.9,web,ios,0.2863
CUST_000630,BC,346,1858.69,84.49,19.3,pos_terminal,android,0.2009
CUST_000631,AB,867,1677.96,62.15,11.9,pos_terminal,ios,0.1908
CUST_000632,ON,1149,1217.44,50.73,12.6,web,android,0.1319
CUST_000633,BC,411,2057.25,102.86,12.3,mobile_app,android,0.072
CUST_000634,ON,889,952.52,28.86,14.2,atm,desktop_browser,0.36
CUST_000635,BC,521,1191.79,44.14,14.9,mobile_app,unknown,0.1745
CUST_000636,ON,462,385.95,11.35,13.7,atm,ios,0.2245
CUST_000637,NS,579,552.62,23.03,11.8,mobile_app,ios,0.0797
CUST_000638,BC,772,698.3,24.08,9.5,mobile_app,ios,0.0673
CUST_000639,NS,1100,1377.9,38.28,14.4,mobile_app,ios,0.2772
CUST_000640,ON,153,963.12,25.35,13.9,atm,ios,0.288
CUST_000641,ON,1218,1154.36,34.98,13.1,pos_terminal,desktop_browser,0.254
CUST_000642,AB,216,1572.46,82.76,13.2,mobile_app,ios,0.0796
CUST_000643,ON,669,766.34,33.32,10.4,mobile_app,unknown,0.1603
CUST_000644,AB,606,692.79,69.28,13.2,web,ios,0.2905
CUST_000645,QC,85,266.34,11.1,15.1,pos_terminal,ios,0.2378
CUST_000646,AB,463,1057.64,27.83,10.3,mobile_app,android,0.2706
CUST_000647,ON,1006,724.2,55.71,16.6,phone,android,0.1362
CUST_000648,NS,117,1194.84,119.48,13.0,mobile_app,android,0.4318
CUST_000649,AB,41,1916.14,53.23,11.5,mobile_app,desktop_browser,0.1486
CUST_000650,QC,1345,1581.07,63.24,20.3,mobile_app,android,0.2928
CUST_000651,QC,714,1311.77,50.45,12.4,pos_terminal,ios,0.3947
CUST_000652,BC,490,620.77,34.49,15.4,mobile_app,android,0.0266
CUST_000653,ON,1041,615.61,15.78,12.5,pos_terminal,android,0.3706
CUST_000654,ON,1133,338.14,14.7,16.4,mobile_app,android,0.2185
CUST_000655,ON,636,447.72,17.22,17.2,web,android,0.1141
CUST_000656,ON,562,230.97,23.1,11.3,pos_terminal,desktop_browser,0.107
CUST_000657,AB,1104,378.78,10.24,13.3,web,android,0.0667
CUST_000658,ON,496,1487.48,123.96,15.1,mobile_app,ios,0.1054
CUST_000659,ON,1286,3031.62,101.05,11.1,pos_terminal,ios,0.0074
CUST_000660,PE,1200,335.96,8.84,19.0,pos_terminal,android,0.2986
CUST_000661,ON,109,462.99,33.07,17.1,web,android,0.1534
CUST_000662,ON,1021,801.07,36.41,14.6,atm,desktop_browser,0.0761
CUST_000663,BC,485,1176.26,45.24,21.5,web,unknown,0.3409
CUST_000664,ON,318,1649.98,165.0,13.0,mobile_app,android,0.0211
CUST_000665,AB,135,642.49,18.36,17.2,pos_terminal,ios,0.2296
CUST_000666,ON,844,828.92,29.6,13.4,web,android,0.2016
CUST_000667,NB,519,774.3,43.02,18.3,web,ios,0.164
CUST_000668,ON,764,2790.82,107.34,14.0,pos_terminal,android,0.3463
CUST_000669,MB,410,344.63,10.77,17.8,atm,ios,0.4659
CUST_000670,QC,1112,4116.04,164.64,15.9,pos_terminal,ios,0.3965
CUST_000671,QC,546,579.58,38.64,14.1,atm,ios,0.402
CUST_000672,ON,1284,873.12,25.68,15.9,web,ios,0.1552
CUST_000673,ON,570,347.83,11.99,12.3,pos_terminal,unknown,0.3302
CUST_000674,MB,1493,1224.54,45.35,19.9,web,desktop_browser,0.1061
CUST_000675,ON,986,1003.62,45.62,13.1,mobile_app,android,0.2067
CUST_000676,ON,590,1237.67,95.21,19.9,web,ios,0.2053
CUST_000677,ON,283,877.34,24.37,20.2,web,desktop_browser,0.016
CUST_000678,QC,362,1999.3,83.3,15.2,web,desktop_browser,0.2198
CUST_000679,ON,224,7022.0,413.06,15.8,pos_terminal,android,0.106
CUST_000680,ON,172,834.6,64.2,15.6,web,desktop_browser,0.1271
CUST_000681,AB,368,1153.78,67.87,12.5,pos_terminal,android,0.0757
CUST_000682,BC,1359,983.95,44.73,16.3,mobile_app,ios,0.2613
CUST_000683,ON,805,842.97,22.78,19.5,phone,ios,0.3082
CUST_000684,QC,653,1726.81,52.33,18.8,mobile_app,desktop_browser,0.1191
CUST_000685,BC,1308,968.94,74.53,10.8,mobile_app,android,0.2691
CUST_000686,QC,840,596.18,18.63,14.6,pos_terminal,android,0.16
CUST_000687,ON,826,4889.68,488.97,14.1,mobile_app,ios,0.3616
CUST_000688,ON,713,744.41,21.89,13.9,atm,android,0.2651
CUST_000689,QC,1287,336.27,25.87,14.8,pos_terminal,ios,0.1345
CUST_000690,ON,184,1957.99,93.24,15.3,mobile_app,ios,0.2141
CUST_000691,BC,767,1229.97,45.55,16.6,pos_terminal,android,0.4426
CUST_000692,ON,1042,374.47,24.96,12.8,web,android,0.0543
CUST_000693,AB,746,612.97,55.72,13.7,pos_terminal,android,0.4085
CUST_000694,QC,874,125.2,5.01,13.6,atm,android,0.018
CUST_000695,AB,164,1381.72,76.76,13.9,pos_terminal,android,0.4547
CUST_000696,BC,273,338.61,9.96,13.0,pos_terminal,ios,0.4784
CUST_000697,AB,909,1715.83,122.56,13.6,pos_terminal,ios,0.2293
CUST_000698,AB,1216,1055.15,35.17,14.7,mobile_app,ios,0.0884
CUST_000699,ON,676,2479.52,247.95,6.9,mobile_app,android,0.5032
CUST_000700,QC,786,1857.83,51.61,12.7,mobile_app,desktop_browser,0.1642
CUST_000701,ON,474,1120.81,29.49,10.8,web,ios,0.2527
CUST_000702,NS,999,1443.89,62.78,11.0,mobile_app,unknown,0.2367
CUST_000703,ON,868,5585.94,150.97,15.1,mobile_app,desktop_browser,0.1138
CUST_000704,NL,1346,1030.48,29.44,12.6,web,ios,0.1406
CUST_000705,ON,1491,2097.42,87.39,16.7,mobile_app,android,0.2305
CUST_000706,QC,1148,3443.66,90.62,13.3,mobile_app,ios,0.1174
CUST_000707,QC,694,2218.82,76.51,13.7,pos_terminal,ios,0.1547
CUST_000708,QC,671,2184.07,60.67,10.8,web,android,0.3514
CUST_000709,BC,1287,570.11,19.0,20.6,pos_terminal,desktop_browser,0.0613
CUST_000710,ON,495,1225.45,81.7,9.4,pos_terminal,desktop_browser,0.197
CUST_000711,NS,1245,648.03,64.8,14.1,atm,ios,0.2324
CUST_000712,QC,1078,733.02,26.18,19.2,atm,android,0.0771
CUST_000713,BC,1233,2175.67,167.36,12.8,mobile_app,desktop_browser,0.3017
CUST_000714,QC,348,1505.42,136.86,12.0,mobile_app,android,0.0216
CUST_000715,QC,998,817.16,62.86,12.6,pos_terminal,unknown,0.0595
CUST_000716,ON,1398,376.28,18.81,15.8,pos_terminal,android,0.1698
CUST_000717,QC,71,1065.23,46.31,14.9,web,ios,0.1697
CUST_000718,NS,664,720.65,26.69,11.8,atm,ios,0.1298
CUST_000719,QC,294,1171.85,37.8,13.5,web,desktop_browser,0.1301
CUST_000720,ON,1142,1016.33,72.59,13.3,pos_terminal,ios,0.2243
CUST_000721,AB,813,676.64,61.51,9.7,web,android,0.0236
CUST_000722,ON,670,2893.41,103.34,16.9,pos_terminal,ios,0.0706
CUST_000723,ON,1369,758.23,19.95,10.3,pos_terminal,ios,0.0446
CUST_000724,BC,920,615.76,18.66,19.5,atm,ios,0.3015
CUST_000725,QC,804,815.38,74.13,14.6,mobile_app,android,0.0974
CUST_000726,ON,538,1392.17,66.29,14.9,mobile_app,desktop_browser,0.367
CUST_000727,AB,794,2004.7,64.67,14.8,mobile_app,android,0.0214
CUST_000728,BC,1375,2916.79,112.18,17.6,mobile_app,android,0.0477
CUST_000729,AB,919,1262.01,34.11,15.9,web,desktop_browser,0.2836
CUST_000730,ON,681,1295.86,39.27,3.6,pos_terminal,ios,0.0967
CUST_000731,AB,1082,309.95,10.0,13.9,web,android,0.5335
